word, frequency in 1, frequency in 2, frequency in 3, frequency in 4, frequency in 5, probability in 1, probability in 2, probability in 3, probability in 4, probability in 5, score,stdev
curly,0,0.0503,0.03466,0.06287,0.07922,0,0.221537106,0.152653601,0.276899361,0.348909932,3.753182118,0.11899009
size,0,0.0503,0.10195,0.1023,0.10938,0,0.138213393,0.28013629,0.281098013,0.300552304,3.743989229,0.115695344
styling,0,0.0503,0.02447,0.01812,0.03861,0,0.382509506,0.18608365,0.137794677,0.293612167,3.342509506,0.131252523
probably,0,0.0503,0.06525,0.03623,0.02493,0,0.284647162,0.369249052,0.205025183,0.141078603,3.202535227,0.125942342
buttons,0,0.0503,0.06117,0.05222,0.03097,0,0.25839926,0.314240214,0.268262612,0.159097914,3.32805918,0.11206611
quickly,0,0.04695,0.08768,0.12148,0.17775,0,0.108214631,0.202092841,0.279998156,0.409694371,3.991172268,0.140570529
difficult,0,0.04695,0.0367,0.03304,0.01206,0,0.364660194,0.285048544,0.256621359,0.093669903,3.079300971,0.133310391
usually,0,0.04695,0.01835,0.02025,0.03499,0,0.389497262,0.152231624,0.167994027,0.290277086,3.359050937,0.132185752
wife,0,0.04695,0.04078,0.0714,0.10737,0,0.176172608,0.153020638,0.267917448,0.402889306,3.897523452,0.133080168
everything,0,0.04359,0.02651,0.02344,0.03458,0,0.340227911,0.206915392,0.182953481,0.269903216,3.382532001,0.113919913
brush,0,0.04359,0.04486,0.06394,0.04263,0,0.223515537,0.230027689,0.327863809,0.218592965,3.541534202,0.107842009
job,0,0.04359,0.15497,0.14706,0.1126,0,0.095128977,0.338199991,0.320937541,0.24573349,3.717275544,0.131768441
who,0,0.04359,0.03059,0.05009,0.0563,0,0.241402226,0.169407986,0.277399347,0.311790441,3.659578003,0.110578278
arrived,0,0.04359,0.01835,0.02238,0.0374,0,0.35811699,0.150755833,0.183864607,0.30726257,3.440272757,0.125850372
previous,0,0.04359,0.07952,0.07246,0.03539,0,0.18873398,0.344302044,0.31373398,0.153229997,3.431459993,0.123347359
motor,0,0.04359,0.05098,0.01918,0.0185,0,0.329603025,0.385482042,0.145028355,0.139886578,3.095198488,0.139882834
able,0,0.04359,0.04282,0.03517,0.0374,0,0.274185432,0.269342056,0.221222795,0.235249717,3.417536797,0.101985047
several,0,0.04359,0.05505,0.03943,0.0559,0,0.224725473,0.283806774,0.203278858,0.288188895,3.554931175,0.105283386
might,0,0.04359,0.03466,0.04795,0.02091,0,0.296308885,0.235606009,0.325946571,0.142138536,3.313914758,0.118113231
second,0,0.04359,0.03059,0.03623,0.05871,0,0.257745979,0.180877483,0.214226585,0.347149953,3.650780511,0.11450395
revlon,0,0.04359,0.01835,0.02131,0.01488,0,0.444206665,0.186996841,0.217160909,0.151635585,3.076225415,0.143136013
dried,0,0.04024,0.04486,0.03517,0.05228,0,0.233207766,0.259982614,0.203824978,0.302984642,3.576586497,0.105186631
around,0,0.04024,0.04894,0.06714,0.05067,0,0.194405527,0.236436543,0.324363496,0.244794435,3.619546838,0.108472799
voltage,0,0.04024,0.01835,0.0341,0.04021,0,0.302784048,0.13807374,0.256583898,0.302558315,3.558916479,0.11672135
needed,0,0.04024,0.02243,0.04795,0.06153,0,0.233749637,0.130293349,0.27853616,0.357420854,3.759628231,0.12405427
turned,0,0.04024,0.01631,0.01598,0.01166,0,0.477966504,0.193728471,0.189808766,0.138496258,2.988834778,0.155686403
instead,0,0.04024,0.02651,0.0373,0.01971,0,0.325145443,0.214204913,0.301389787,0.159259858,3.294764059,0.116449826
pro,0,0.04024,0.02039,0,0.01971,0,0.500871297,0.253796365,0,0.245332338,2.989793378,0.187335318
hose,0,0.03689,0.02651,0.01385,0,0,0.477540453,0.343171521,0.179288026,0,2.701747573,0.188656181
found,0,0.03689,0.05913,0.05009,0.07962,0,0.163425331,0.261950117,0.221902273,0.352722279,3.763921499,0.117455802
exactly,0,0.03689,0.03059,0.03197,0.0563,0,0.236853933,0.196404494,0.205264848,0.361476726,3.691364366,0.116166769
style,0,0.03689,0.03263,0.04582,0.05751,0,0.213422042,0.188776396,0.265085334,0.332716228,3.717095748,0.111495128
compact,0,0.03689,0.04486,0.07566,0.09249,0,0.147619048,0.179511805,0.302761104,0.370108043,3.895358143,0.12857692
coming,0,0.03689,0.0102,0,0,0,0.783393502,0.216606498,0,0,2.216606498,0.303520594
having,0,0.03689,0.04282,0.06607,0.04946,0,0.188946937,0.219319812,0.338404016,0.253329236,3.65611555,0.11179902
night,0,0.03689,0.02651,0.065,0.04866,0,0.208347453,0.149723258,0.367107195,0.274822094,3.708403931,0.123386054
blowing,0,0.03689,0.03466,0.02558,0.02614,0,0.299261783,0.281171412,0.207511966,0.212054839,3.33235986,0.106436318
feels,0,0.03689,0.04486,0.04263,0.03619,0,0.229744037,0.27937971,0.265491686,0.225384567,3.486516784,0.102097388
pros,0,0.03689,0.02651,0.01705,0,0,0.458545681,0.329521442,0.211932878,0,2.753387197,0.180977383
weight,0,0.03689,0.07952,0.10337,0.10898,0,0.112209515,0.241878574,0.314423896,0.331488016,3.865190412,0.126366855
ionic,0,0.03689,0.06525,0.05435,0.04705,0,0.181242016,0.320575808,0.267023681,0.231158495,3.548098654,0.109866658
bit,0,0.03689,0.13866,0.17477,0.06595,0,0.088620367,0.333101112,0.419847695,0.158430826,3.648088981,0.155036985
both,0,0.03689,0.03059,0.04795,0.05147,0,0.221030557,0.183283403,0.287297783,0.308388256,3.683043739,0.109627228
barely,0,0.03689,0.01835,0,0,0,0.667813179,0.332186821,0,0,2.332186821,0.266954126
seemed,0,0.03353,0.01223,0.01705,0.01247,0,0.445403826,0.162460149,0.226487779,0.165648247,3.112380446,0.143884623
length,0,0.03353,0.04282,0.04156,0.04223,0,0.209379293,0.267391033,0.259522917,0.263706757,3.577557138,0.102206703
part,0,0.03353,0.04078,0.02558,0.02131,0,0.276650165,0.336468647,0.211056106,0.175825083,3.286056106,0.114197726
inside,0,0.03353,0.02447,0.02025,0.01609,0,0.355416578,0.259380962,0.214649141,0.170553318,3.200339199,0.117270726
bathroom,0,0.03353,0.04078,0.08206,0.09571,0,0.133013329,0.16177404,0.325531577,0.379681054,3.951880355,0.137107181
felt,0,0.03353,0.01835,0.01492,0.01086,0,0.431753799,0.236286377,0.192119495,0.13984033,3.040046356,0.140504671
watt,0,0.03353,0.03466,0.01492,0.02131,0,0.321107068,0.331928749,0.142884505,0.204079678,3.229936794,0.122760694
decided,0,0.03353,0.03059,0.02984,0.04987,0,0.233122436,0.212681638,0.207467149,0.346728777,3.667802267,0.112109778
mid,0,0.03353,0.01427,0,0,0,0.701464435,0.298535565,0,0,2.298535565,0.276107167
black,0,0.03353,0.02243,0.02131,0.02051,0,0.342912661,0.229392514,0.217938229,0.209756596,3.29453876,0.111089981
totally,0,0.03353,0.01631,0,0.02011,0,0.479342387,0.233166548,0,0.287491065,3.095639743,0.182640015
weak,0,0.03353,0.02039,0,0,0,0.621847181,0.378152819,0,0,2.378152819,0.256785308
temperature,0,0.03353,0.04282,0.05222,0.04223,0,0.196311475,0.250702576,0.305737705,0.247248244,3.603922717,0.105827421
expensive,0,0.03353,0.03263,0.03623,0.0571,0,0.210232616,0.204589629,0.227161578,0.358016177,3.732961314,0.114745487
dont,0,0.03353,0.0102,0.01066,0,0,0.616473616,0.187534473,0.19599191,0,2.579518294,0.22522066
switches,0,0.03353,0.0367,0.03623,0.01126,0,0.284828406,0.311756711,0.307764186,0.095650697,3.214237173,0.128208672
noise,0,0.03353,0.05098,0.02771,0.03137,0,0.233512083,0.355038652,0.192980013,0.218469253,3.396406435,0.11449929
difference,0,0.03353,0.05913,0.03517,0.04263,0,0.196703039,0.3468849,0.206324064,0.250087997,3.50979702,0.11325621
although,0,0.03353,0.04486,0.02771,0.0193,0,0.26738437,0.357735247,0.220972887,0.153907496,3.261403509,0.119987868
fairly,0,0.03353,0.03263,0.0309,0.0189,0,0.289151432,0.281390135,0.266471197,0.162987237,3.303294239,0.109873287
cons,0,0.03353,0.02651,0.01918,0,0,0.423251704,0.334637718,0.242110578,0,2.818858874,0.173056025
straight,0,0.03353,0.02651,0.04369,0.05228,0,0.21492212,0.169925005,0.280046151,0.335106724,3.735337478,0.114706921
v,0,0.03353,0,0.01279,0.01488,0,0.547875817,0,0.208986928,0.243137255,3.147385621,0.201474153
turning,0,0.03018,0,0.01172,0,0,0.720286396,0,0.279713604,0,2.559427208,0.281798578
near,0,0.03018,0.0102,0,0,0,0.747399703,0.252600297,0,0,2.252600297,0.290658984
frizzy,0,0.03018,0.05098,0.0341,0.0555,0,0.176739283,0.298547669,0.199695479,0.325017569,3.672991333,0.114788666
side,0,0.03018,0.04282,0.03623,0.02332,0,0.227687665,0.323047906,0.273330819,0.17593361,3.397510373,0.111233083
especially,0,0.03018,0.04486,0.03197,0.02775,0,0.223953695,0.332888097,0.237236569,0.205921638,3.42512615,0.1092288
feature,0,0.03018,0.04078,0.05861,0.04625,0,0.171652827,0.231941759,0.333352292,0.263053123,3.68780571,0.112767343
paid,0,0.03018,0.02447,0.01918,0.01568,0,0.337169031,0.273377276,0.214277734,0.175175958,3.227460619,0.114034779
control,0,0.03018,0.04282,0.03517,0.02252,0,0.230928151,0.327645573,0.269110108,0.172316168,3.382814293,0.112064753
top,0,0.03018,0.0367,0.02664,0.02332,0,0.258301951,0.314104759,0.228004108,0.199589182,3.36888052,0.106961126
except,0,0.03018,0.02243,0.01705,0,0,0.433247201,0.321992535,0.244760264,0,2.811513063,0.17394822
extremely,0,0.03018,0.01223,0.02344,0.03539,0,0.298103516,0.120802055,0.23152904,0.349565389,3.632556302,0.125905123
frizz,0,0.03018,0.05913,0.04369,0.07399,0,0.145804145,0.285665974,0.211072999,0.357456882,3.780182618,0.122630445
often,0,0.03018,0.02039,0.02344,0.01488,0,0.339520756,0.229384633,0.263696704,0.167397908,3.258971763,0.114411245
tools,0,0.03018,0.01631,0,0.01247,0,0.511872456,0.276628223,0,0.211499322,2.911126187,0.191451585
description,0,0.03018,0.02855,0.01279,0,0,0.421979866,0.399189038,0.178831096,0,2.75685123,0.18406491
mine,0,0.03018,0.03263,0.02558,0.04062,0,0.233935354,0.25292613,0.198279203,0.314859313,3.594062476,0.106909688
next,0,0.03018,0.02855,0.02451,0.02011,0,0.292017417,0.276245767,0.237155298,0.194581519,3.334300919,0.105537195
during,0,0.03018,0.01835,0.01066,0.01126,0,0.428388928,0.260468417,0.151312988,0.159829666,3.042583392,0.141281289
filter,0,0.03018,0.02651,0.02131,0.01206,0,0.335109927,0.294359316,0.236620031,0.133910726,3.169331557,0.120720497
isn,0,0.03018,0.05098,0.04582,0.03539,0,0.185871774,0.313974256,0.282194987,0.217958983,3.532241178,0.109789142
read,0,0.03018,0.02651,0.02984,0.037,0,0.244313122,0.21460374,0.241560754,0.299522383,3.596292399,0.103739022
half,0,0.03018,0.02039,0.04369,0.08445,0,0.168876951,0.114095462,0.244474288,0.472553299,4.020703934,0.157867981
position,0,0.03018,0.02243,0,0,0,0.573655199,0.426344801,0,0,2.426344801,0.249339197
accidentally,0,0.03018,0.02039,0.01812,0.01206,0,0.37374613,0.25250774,0.224396285,0.149349845,3.149349845,0.123373739
blower,0,0.03018,0.03466,0.03197,0.03499,0,0.228983308,0.262974203,0.242564492,0.265477997,3.544537178,0.100900829
anyone,0,0.03018,0.0102,0.02984,0.04826,0,0.254726536,0.086090479,0.251856853,0.407326131,3.811782579,0.142578842
products,0,0.03018,0.02447,0.02344,0.04062,0,0.254233005,0.206132592,0.197455985,0.342178418,3.627579816,0.112427756
version,0,0.03018,0.01427,0.02664,0.01126,0,0.366484517,0.17328476,0.323497268,0.136733455,3.23047966,0.132427361
star,0,0.03018,0.02855,0.04582,0,0,0.28866571,0.273075084,0.438259206,0,3.149593496,0.173187197
cannot,0,0.03018,0,0.01385,0.01086,0,0.549826927,0,0.252322827,0.197850246,3.098196393,0.202544404
point,0,0.03018,0,0.01918,0.01568,0,0.46402214,0,0.294895449,0.241082411,3.31303813,0.179109241
perfect,0,0.02683,0.01835,0.07033,0.14799,0,0.101821632,0.069639469,0.266907021,0.561631879,4.288349146,0.200941297
hotel,0,0.02683,0.01223,0.0309,0.08043,0,0.178402819,0.081321896,0.205465789,0.534809495,4.09668196,0.182580505
tourmaline,0,0.02683,0.01631,0.02344,0.01488,0,0.329364105,0.200220967,0.287748588,0.182666339,3.323717162,0.113785228
trip,0,0.02683,0,0.02344,0.02614,0,0.351132051,0,0.30676613,0.342101819,3.639837718,0.163971235
volume,0,0.02683,0.03059,0.0309,0.02775,0,0.231153614,0.263547859,0.266218661,0.239079866,3.513224778,0.100916822
models,0,0.02683,0.01427,0.01598,0.01206,0,0.388053225,0.206392826,0.231125253,0.174428695,3.191929419,0.12411894
ones,0,0.02683,0.02651,0.03304,0.037,0,0.217458259,0.214864646,0.267790566,0.299886529,3.650105366,0.104974881
immediately,0,0.02683,0.0102,0.01279,0.01568,0,0.409618321,0.155725191,0.195267176,0.239389313,3.264427481,0.132267923
recommended,0,0.02683,0,0.01598,0.04625,0,0.301257579,0,0.179429598,0.519312823,3.916797664,0.196283936
change,0,0.02683,0.0367,0.03943,0.02694,0,0.206543495,0.282525019,0.303541186,0.2073903,3.511778291,0.107357897
leaves,0,0.02683,0.0102,0.02771,0.0374,0,0.262678676,0.099862933,0.271294302,0.366164089,3.740943803,0.131643025
annoying,0,0.02683,0.03263,0.01279,0,0,0.371349481,0.451626298,0.177024221,0,2.80567474,0.186120566
broken,0,0.02683,0.02039,0,0,0,0.568191444,0.431808556,0,0,2.431808556,0.248716765
says,0,0.02683,0.02855,0.01705,0.02332,0,0.280208877,0.298172324,0.178067885,0.243550914,3.384960836,0.10811935
soft,0,0.02683,0.03059,0.03623,0.05067,0,0.185906319,0.211959534,0.251039357,0.351094789,3.767322616,0.114696394
quite,0,0.02683,0.06525,0.08419,0.05067,0,0.118225082,0.287520931,0.370979113,0.223274874,3.699303781,0.129709389
simply,0,0.02683,0.01631,0,0.01327,0,0.475624889,0.289133132,0,0.235241978,2.994859068,0.181744762
come,0,0.02683,0.02039,0.04156,0.02654,0,0.232656955,0.176812348,0.360388484,0.230142213,3.588015956,0.116822226
update,0,0.02683,0.02855,0.01812,0.01327,0,0.309208252,0.329030771,0.208827936,0.152933041,3.205485767,0.119053444
otherwise,0,0.02683,0.0367,0.0373,0,0,0.266091441,0.363978975,0.369929584,0,3.103838143,0.167411616
lightweight,0,0.02683,0.03466,0.05755,0.07962,0,0.135054868,0.174468942,0.289690929,0.400785261,3.956206584,0.136549543
skin,0,0.02683,0.01631,0.0341,0.01327,0,0.296431334,0.180201083,0.37675395,0.146613634,3.373549884,0.129447335
designed,0,0.02683,0,0,0,0,1,0,0,0,2,0.4
airflow,0,0.02683,0.01631,0.01172,0.01408,0,0.389178996,0.236582536,0.170002901,0.204235567,3.189295039,0.124935776
wind,0,0.02683,0.01427,0.01066,0.01488,0,0.402611044,0.214135654,0.159963986,0.223289316,3.203931573,0.12914823
overall,0,0.02683,0.07137,0.09378,0.02212,0,0.125315273,0.333348902,0.438019617,0.103316207,3.519336759,0.160848271
either,0,0.02683,0.02039,0.02877,0.02373,0,0.269053349,0.204472523,0.288507822,0.237966306,3.495387084,0.103984079
attached,0,0.02683,0.01223,0.01066,0,0,0.539621883,0.245977474,0.214400644,0,2.674778761,0.198828735
perhaps,0,0.02683,0.01223,0.01066,0,0,0.539621883,0.245977474,0.214400644,0,2.674778761,0.198828735
useless,0,0.02683,0.01223,0,0,0,0.686891961,0.313108039,0,0,2.313108039,0.271976915
faster,0,0.02683,0.05098,0.04689,0.06072,0,0.144698522,0.274943372,0.252885341,0.327472765,3.763132348,0.116379489
happened,0,0.02683,0.01835,0,0,0,0.593846835,0.406153165,0,0,2.406153165,0.25203748
notice,0,0.02683,0.01835,0.01066,0.01367,0,0.385987628,0.263990793,0.153359229,0.196662351,3.160696303,0.127179181
noisy,0,0.02347,0.0367,0.03517,0.02453,0,0.195795445,0.306165012,0.293401185,0.204638358,3.506882456,0.10957553
write,0,0.02347,0,0,0,0,1,0,0,0,2,0.4
thin,0,0.02347,0.02243,0.02238,0.0189,0,0.269213122,0.257283781,0.256710255,0.216792842,3.421082817,0.101557807
bulky,0,0.02347,0.01835,0.02025,0.01247,0,0.314864502,0.24617655,0.271666219,0.167292729,3.291387175,0.110934161
someone,0,0.02347,0.02651,0.02877,0.01327,0,0.255053249,0.288089546,0.312649424,0.144207781,3.346011737,0.115406493
volts,0,0.02347,0,0,0,0,1,0,0,0,2,0.4
plus,0,0.02347,0.02039,0.03197,0.04826,0,0.189136917,0.164316222,0.257635587,0.388911274,3.846321218,0.126807467
mounted,0,0.02347,0.01835,0.03197,0.03016,0,0.225781626,0.176527177,0.307551708,0.29013949,3.662049062,0.110370434
heavier,0,0.02347,0.05913,0.04369,0.02493,0,0.155204338,0.391019706,0.28891681,0.164859146,3.463430763,0.132390527
keeps,0,0.02347,0.02039,0.01385,0.02011,0,0.301593421,0.262014906,0.177974814,0.258416859,3.393215112,0.107763361
poorly,0,0.02347,0,0,0,0,1,0,0,0,2,0.4
began,0,0.02347,0,0,0,0,1,0,0,0,2,0.4
far,0,0.02347,0.05098,0.12681,0.10576,0,0.076444531,0.166047814,0.413034981,0.344472673,4.025535796,0.156636497
smaller,0,0.02347,0.0469,0.03517,0.02332,0,0.182135651,0.363960888,0.272931864,0.180971597,3.452739407,0.120733959
holes,0,0.02347,0.01427,0.01385,0,0,0.454933127,0.276603993,0.26846288,0,2.813529754,0.176378137
rest,0,0.02347,0.01427,0,0,0,0.621886592,0.378113408,0,0,2.378113408,0.256792789
touch,0,0.02347,0.01223,0,0.02011,0,0.420533954,0.219136355,0,0.36032969,3.300125426,0.175901697
kind,0,0.02347,0.03466,0.03517,0.01971,0,0.207680736,0.306698522,0.311211397,0.174409344,3.45234935,0.113548602
sunbeam,0,0.02347,0,0,0,0,1,0,0,0,2,0.4
luck,0,0.02347,0,0,0,0,1,0,0,0,2,0.4
anymore,0,0.02347,0.01427,0,0.01126,0,0.478979592,0.29122449,0,0.229795918,2.980612245,0.182778181
bracket,0,0.02347,0,0,0,0,1,0,0,0,2,0.4
horrible,0,0.02347,0,0,0,0,1,0,0,0,2,0.4
close,0,0.02347,0.02039,0.02451,0.02011,0,0.265257685,0.230447559,0.277011754,0.227283002,3.466320072,0.101843794
rather,0,0.02347,0.03263,0.02131,0.01327,0,0.258822232,0.359836789,0.235002206,0.146338774,3.268857521,0.120923559
others,0,0.02347,0.04282,0.03836,0.037,0,0.165690081,0.302294388,0.27080833,0.261207201,3.627532651,0.109910376
level,0,0.02347,0.03059,0.01598,0.01609,0,0.272495066,0.355160803,0.185533496,0.186810635,3.2866597,0.118079337
twice,0,0.02347,0.02039,0.01492,0.01126,0,0.335094232,0.29111936,0.213021131,0.160765277,3.199457453,0.116843573
compared,0,0.02347,0.02039,0.02984,0.02775,0,0.23134549,0.200985707,0.294135042,0.27353376,3.609857072,0.105121008
special,0,0.02347,0.03059,0,0,0,0.434147244,0.565852756,0,0,2.565852756,0.248464553
similar,0,0.02347,0.01835,0.01598,0.0185,0,0.307601573,0.240498034,0.209436435,0.242463958,3.386762779,0.104986116
spend,0,0.02347,0.01835,0.01492,0.02212,0,0.297616028,0.232690845,0.189196044,0.280497083,3.452574182,0.106952406
ended,0,0.02347,0.01427,0,0,0,0.621886592,0.378113408,0,0,2.378113408,0.256792789
frustrating,0,0.02347,0.01427,0,0,0,0.621886592,0.378113408,0,0,2.378113408,0.256792789
usage,0,0.02347,0,0,0,0,1,0,0,0,2,0.4
advertised,0,0.02347,0.01631,0,0.01609,0,0.420082334,0.291927689,0,0.287989977,3.155897619,0.170075965
wrong,0,0.02347,0,0,0.01689,0,0.581516353,0,0,0.418483647,3.255450942,0.250315733
due,0,0.02347,0.03263,0.01705,0.01448,0,0.267830652,0.372361064,0.19456807,0.165240215,3.257217848,0.122920366
room,0,0.02347,0.01835,0.01598,0.02493,0,0.283693944,0.221805875,0.193158467,0.301341714,3.512147951,0.107514764
lighter,0,0.02347,0.03263,0.02984,0.02252,0,0.21639314,0.300848239,0.27512447,0.207634151,3.473999631,0.105963266
uncomfortable,0,0.02012,0,0,0,0,1,0,0,0,2,0.4
between,0,0.02012,0.02039,0.02877,0.01206,0,0.247356774,0.250676174,0.353700516,0.148266536,3.402876813,0.119256814
under,0,0.02012,0.04282,0.03197,0.02815,0,0.163497481,0.347960345,0.259791971,0.228750203,3.553794897,0.116298196
uses,0,0.02012,0.01427,0.01812,0.03257,0,0.23648331,0.167724495,0.212976023,0.382816173,3.742125059,0.12325816
limited,0,0.02012,0,0,0,0,1,0,0,0,2,0.4
pain,0,0.02012,0.0102,0,0,0,0.663588391,0.336411609,0,0,2.336411609,0.265903111
open,0,0.02012,0.01223,0,0,0,0.62194745,0.37805255,0,0,2.37805255,0.256804346
hands,0,0.02012,0.02039,0.02771,0.02815,0,0.208778666,0.211580367,0.287537615,0.292103352,3.662965653,0.106166879
features,0,0.02012,0.02447,0.02025,0.02534,0,0.223109337,0.271346196,0.224550898,0.280993568,3.563428698,0.102749234
wavy,0,0.02012,0.02039,0.01385,0.02534,0,0.252446675,0.255834379,0.173776662,0.317942284,3.557214555,0.109969248
line,0,0.02012,0.01427,0,0.01046,0,0.448606466,0.318171683,0,0.233221851,3.017837235,0.177129
watts,0,0.02012,0.02039,0.01812,0.01488,0,0.273704258,0.277377228,0.246497075,0.202421439,3.377635696,0.103525257
soon,0,0.02012,0.0102,0,0.01166,0,0.479275846,0.242972844,0,0.27775131,3.076226775,0.182146606
huge,0,0.02012,0.01223,0.01598,0.01568,0,0.314325887,0.191063896,0.249648492,0.244961725,3.425246055,0.107365536
regular,0,0.02012,0.03466,0.02451,0.02373,0,0.195301883,0.336439526,0.237914968,0.230343623,3.50330033,0.110450076
sounds,0,0.02012,0.01631,0,0,0,0.552292067,0.447707933,0,0,2.447707933,0.247171568
mounting,0,0.02012,0.01835,0.01705,0,0,0.362391931,0.330511527,0.307096542,0,2.944704611,0.164240109
move,0,0.02012,0.02447,0.02131,0.01206,0,0.258081067,0.313878912,0.273345305,0.154694715,3.324653669,0.11293708
sad,0,0.02012,0,0,0,0,1,0,0,0,2,0.4
remington,0,0.02012,0,0.02558,0.0193,0,0.309538462,0,0.393538462,0.296923077,3.677846154,0.166643268
outlet,0,0.02012,0.02651,0.02771,0,0,0.270648372,0.356604789,0.372746839,0,3.102098467,0.16694773
help,0,0.02012,0.01427,0.01918,0.01769,0,0.282346337,0.200252596,0.269155206,0.24824586,3.483300589,0.103818196
else,0,0.02012,0.02855,0.01918,0.01649,0,0.238558217,0.33851079,0.227412853,0.195518141,3.379890918,0.110854433
impressed,0,0.02012,0.01631,0.01598,0.02091,0,0.27441353,0.222449536,0.217948718,0.285188216,3.51391162,0.103557273
switching,0,0.02012,0,0,0,0,1,0,0,0,2,0.4
throw,0,0.02012,0,0,0,0,1,0,0,0,2,0.4
metal,0,0.02012,0,0,0,0,1,0,0,0,2,0.4
holding,0,0.02012,0.02651,0.01918,0.01287,0,0.25571937,0.336934418,0.243772242,0.163573971,3.315200813,0.114103942
reset,0,0.02012,0,0,0,0,1,0,0,0,2,0.4
packaging,0,0.02012,0.01631,0,0,0,0.552292067,0.447707933,0,0,2.447707933,0.247171568
falls,0,0.02012,0.01427,0,0,0,0.585053795,0.414946205,0,0,2.414946205,0.250786083
dust,0,0.02012,0,0,0,0,1,0,0,0,2,0.4
certainly,0,0.02012,0,0.01492,0.01046,0,0.442197802,0,0.327912088,0.22989011,3.345494505,0.176586917
drawer,0,0.02012,0.01223,0.01705,0.0189,0,0.294582723,0.179062958,0.249633968,0.276720351,3.508491947,0.107455846
ceramic,0,0.02012,0.05098,0.03304,0.03298,0,0.146732789,0.371791132,0.240956826,0.240519253,3.575262544,0.123019397
hope,0,0.02012,0.02447,0.02664,0.02534,0,0.208346277,0.253391322,0.275862069,0.262400331,3.592316454,0.102536967
cut,0,0.02012,0.02039,0.0309,0.03539,0,0.188389513,0.190917603,0.289325843,0.331367041,3.763670412,0.114414771
speeds,0,0.02012,0.03874,0.04263,0.0374,0,0.144862841,0.278925769,0.306933545,0.269277846,3.700626395,0.114458365
fell,0,0.02012,0.01223,0,0,0,0.62194745,0.37805255,0,0,2.37805255,0.256804346
built,0,0.02012,0.01427,0.01918,0.01408,0,0.297413156,0.210938655,0.283518108,0.208130081,3.402365115,0.106442801
case,0,0.02012,0.02243,0.02131,0.02051,0,0.238473391,0.265852791,0.252577931,0.243095887,3.500296314,0.100437529
scalp,0,0.02012,0.0102,0.01705,0.01086,0,0.345526361,0.175167439,0.292804396,0.186501803,3.320281642,0.118818715
minus,0,0.02012,0,0,0,0,1,0,0,0,2,0.4
cost,0,0.02012,0.02855,0.02451,0.02413,0,0.206761895,0.293392252,0.25187545,0.247970404,3.541054362,0.103691907
expect,0,0.02012,0.0469,0.01492,0.01408,0,0.209539679,0.488439908,0.155384295,0.146636117,3.239116851,0.160079262
constantly,0,0.02012,0.01631,0.01385,0,0,0.400159109,0.324383453,0.275457438,0,2.875298329,0.168064712
left,0,0.02012,0.04078,0.01705,0.0185,0,0.208605495,0.422809746,0.176775531,0.191809228,3.351788491,0.134405879
anyway,0,0.02012,0.02243,0.01598,0.01408,0,0.277096819,0.308910618,0.220079879,0.193912684,3.330808429,0.107931181
older,0,0.02012,0.01427,0.02558,0.0189,0,0.255103335,0.180930645,0.324331178,0.239634842,3.548497528,0.1099356
red,0,0.02012,0.01835,0.01598,0.01166,0,0.304341249,0.27756769,0.241718348,0.176372712,3.290122523,0.108814073
lower,0,0.02012,0.02447,0.02877,0.01971,0,0.216181369,0.262920383,0.309122166,0.211776083,3.516492962,0.10608217
bother,0,0.02012,0.01223,0.01279,0,0,0.445724413,0.270934869,0.283340718,0,2.837616305,0.174561117
hairdryers,0,0.02012,0.01223,0.01705,0.02373,0,0.275126487,0.167236428,0.233146452,0.324490633,3.607001231,0.112529148
set,0,0.02012,0.02447,0.04263,0.02815,0,0.174395423,0.212100199,0.369506804,0.243997573,3.683106527,0.119557812
okay,0,0.02012,0.06729,0.01598,0,0,0.19460296,0.650836638,0.154560402,0,2.959957443,0.23889226
mostly,0,0.01677,0.01631,0,0,0,0.506952842,0.493047158,0,0,2.493047158,0.244988442
here,0,0.01677,0.01631,0.02238,0.02654,0,0.204512195,0.198902439,0.272926829,0.323658537,3.715731707,0.110119318
hurt,0,0.01677,0,0,0,0,1,0,0,0,2,0.4
impossible,0,0.01677,0,0,0,0,1,0,0,0,2,0.4
shoulder,0,0.01677,0,0.01598,0.02212,0,0.305631493,0,0.291233825,0.403134682,3.791871697,0.167776829
space,0,0.01677,0.02651,0.04476,0.04665,0,0.12450813,0.196822333,0.332318658,0.34635088,3.900512287,0.130104517
europe,0,0.01677,0,0.01385,0.01689,0,0.35297832,0,0.291517575,0.355504104,3.649547464,0.164899581
easier,0,0.01677,0.02855,0.01918,0.03338,0,0.171332244,0.291683694,0.19595423,0.341029832,3.706681651,0.117587008
dual,0,0.01677,0,0.01492,0.02493,0,0.296185094,0,0.263511127,0.44030378,3.847933592,0.173799391
tell,0,0.01677,0.01631,0.01066,0.02131,0,0.257801691,0.250730208,0.163873943,0.327594158,3.561260569,0.112694233
install,0,0.01677,0.01223,0.02877,0.01769,0,0.222236947,0.162072621,0.381261596,0.234428836,3.627882322,0.123267253
shiny,0,0.01677,0.01631,0.02131,0.04263,0,0.172850959,0.168109668,0.219645434,0.439393939,3.925582354,0.141031532
inexpensive,0,0.01677,0.02039,0.02025,0.01086,0,0.245642303,0.298667057,0.296616376,0.159074264,3.369122601,0.11209643
expecting,0,0.01677,0.01835,0,0,0,0.477505695,0.522494305,0,0,2.522494305,0.245361769
